Country,Year,ISO_code,Population,GDP,Biofuel_consumption,Biofuel_electricity,Biofuel_share_elec,Biofuel_share_energy,Coal_consumption,Coal_electricity,coal_production,Coal_share_elec,Coal_share_energy,Electricity_share_energy,Energy_cons_change_pct,Energy_per_capita,Energy_per_gdp,Fossil_electricity,fossil_fuel_consumption,Fossil_share_elec,Fossil_share_energy,gas_consumption,Gas_electricity,Gas_production,Gas_share_elec,Gas_share_energy,hydro_consumption,Hydro_electricity,Hydro_share_elec,Hydro_share_energy,low_carbon_consumption,Low_carbon_share_elec,Low_carbon_share_energy,Nuclear_consumption,Nuclear_electricity,Nuclear_share_elec,Nuclear_share_energy,oil_consumption,oil_electricity,oil_production,Oil_share_elec,Oil_share_energy,Primary_energy_consumption,renewables_consumption,Renewables_electricity,Renewables_share_elec,Renewables_share_energy,solar_consumption,Solar_electricity,Solar_share_elec,Solar_share_energy,wind_consumption,Wind_electricity,Wind_share_elec,wind_share_energy
Algeria,2000,DZA,30903894,208554150552,0,0,0,0,5.641,0,0,0,1.881,8.471,-3.689,9705.756,1.438,25.35,299.786,99.803,99.95,191.013,24.58,918.886,96.772,63.685,0.15,0.05,0.197,0.05,0.15,0.197,0.05,0,0,0,0,103.132,0.77,776.733,3.031,34.385,299.946,0.15,0.05,0.197,0.05,0,0,0,0,0,0,0,0
Algeria,2001,DZA,31331226,223420294027,0,0,0,0,6.513,0,0,0,2.095,8.568,3.623,9920.229,1.391,26.55,310.61,99.737,99.939,197.322,25.78,864.725,96.844,63.488,0.191,0.07,0.263,0.061,0.191,0.263,0.061,0,0,0,0,106.775,0.77,764.684,2.893,34.355,310.813,0.191,0.07,0.263,0.061,0,0,0,0,0,0,0,0
Algeria,2002,DZA,31750832,245360923720,0,0,0,0,8.548,0,0,0,2.655,8.591,3.583,10139.907,1.312,27.59,321.784,99.783,99.951,194.839,26.99,889.416,97.613,60.52,0.156,0.06,0.217,0.049,0.156,0.217,0.049,0,0,0,0,118.397,0.6,824.497,2.17,36.776,321.951,0.156,0.06,0.217,0.049,0,0,0,0,0,0,0,0
Algeria,2003,DZA,32175813,273568638765,0,0,0,0,7.048,0,0,0,2.092,8.79,4.65,10471.285,1.232,29.31,336.154,99.121,99.786,205.932,28.62,938.576,96.787,61.13,0.722,0.26,0.879,0.214,0.722,0.879,0.214,0,0,0,0,123.174,0.69,918.828,2.333,36.564,336.922,0.722,0.26,0.879,0.214,0,0,0,0,0,0,0,0
Algeria,2004,DZA,32628286,296773569597,0,0,0,0,8.408,0,0,0,2.404,8.946,3.816,10720.079,1.179,31,349.055,99.2,99.806,211.899,30.31,920.549,96.992,60.589,0.68,0.25,0.8,0.194,0.68,0.8,0.194,0,0,0,0,128.747,0.69,971.698,2.208,36.813,349.778,0.68,0.25,0.8,0.194,0,0,0,0,0,0,0,0
Algeria,2005,DZA,33109258,326854481030,0,0,0,0,6.908,0,0,0,1.887,9.285,4.715,11062.512,1.121,33.36,364.681,98.378,99.592,223.56,32.64,849.117,96.255,61.053,1.493,0.55,1.622,0.408,1.493,1.622,0.408,0,0,0,0,134.213,0.72,1005.27,2.123,36.653,366.272,1.493,0.55,1.622,0.408,0,0,0,0,0,0,0,0
Algeria,2006,DZA,33623505,345705309468,0,0,0,0,10.258,0,0,0,2.705,9.3,3.535,11278.422,1.097,35.01,378.601,99.376,99.847,228.497,34.26,812.995,97.247,60.261,0.582,0.22,0.624,0.153,0.582,0.624,0.153,0,0,0,0,139.846,0.75,1002.529,2.129,36.881,379.22,0.582,0.22,0.624,0.153,0,0,0,0,0,0,0,0
Algeria,2007,DZA,34189420,371665260161,0,0,0,0,8.804,0,0,0,2.203,9.316,5.385,11688.989,1.075,36.97,399.001,99.408,99.85,233.807,36.18,816.46,97.284,58.51,0.601,0.22,0.592,0.15,0.601,0.592,0.15,0,0,0,0,156.39,0.79,1005.786,2.124,39.136,399.64,0.601,0.22,0.592,0.15,0,0,0,0,0,0,0,0
Algeria,2008,DZA,34816963,395658515586,0,0,0,0,8.804,0,0,0,2.079,9.51,5.985,12165.246,1.071,39.95,422.762,99.304,99.824,244.042,39.16,826.008,97.34,57.624,0.747,0.28,0.696,0.176,0.747,0.696,0.176,0,0,0,0,169.916,0.79,985.771,1.964,40.121,423.557,0.747,0.28,0.696,0.176,0,0,0,0,0,0,0,0
Algeria,2009,DZA,35490442,418247711085,0,0,0,0,5.652,0,0,0,1.259,8.59,5.974,12647.33,1.073,38.2,447.904,99.221,99.8,262.118,37.59,765.669,97.636,58.404,0.898,0.3,0.779,0.2,0.898,0.779,0.2,0,0,0,0,180.134,0.61,898.231,1.584,40.137,448.859,0.898,0.3,0.779,0.2,0,0,0,0,0,0,0,0
Algeria,2010,DZA,36188237,450705801593,0,0,0,0,3.605,0,0,0,0.821,10.425,-2.198,12130.873,0.974,45.56,438.489,99.628,99.892,253.272,44.6,773.966,97.529,57.698,0.451,0.17,0.372,0.103,0.474,0.372,0.108,0,0,0,0,181.612,0.96,858.003,2.099,41.373,438.995,0.474,0.17,0.372,0.108,0.024,0,0,0.005,0,0,0,0
Algeria,2011,DZA,36903374,482028679734,0,0,0,0,3.198,0,0,0,0.689,11.041,5.807,12586.607,0.964,50.72,463.396,99.024,99.779,267.97,49.65,795.987,96.935,57.7,0.979,0.5,0.976,0.211,1.026,0.976,0.221,0,0,0,0,192.228,1.07,833.58,2.089,41.391,464.488,1.026,0.5,0.976,0.221,0.047,0,0,0.01,0,0,0,0
Algeria,2012,DZA,37646165,498417638719,0,0,0,0,3.396,0,0,0,0.669,11.318,9.297,13485.354,1.019,56.78,506.532,98.92,99.789,298.741,55.72,784.438,97.073,58.853,1.003,0.62,1.08,0.198,1.071,1.08,0.211,0,0,0,0,204.395,1.06,781.676,1.847,40.267,507.672,1.071,0.62,1.08,0.211,0.069,0,0,0.014,0,0,0,0
Algeria,2013,DZA,38414176,512373332647,0,0,0,0,1.838,0,0,0,0.342,11.154,5.772,13978.61,1.048,59.56,536.629,99.449,99.939,321.215,58.66,793.389,97.946,59.822,0.253,0.33,0.551,0.047,0.326,0.551,0.061,0,0,0,0,213.576,0.9,753.438,1.503,39.775,536.977,0.326,0.33,0.551,0.061,0.073,0,0,0.014,0,0,0,0
Algeria,2014,DZA,39205035,531843509827,0,0,0,0,2.082,0,0,0,0.356,10.983,9.057,14937.195,1.101,64.02,584.925,99.611,99.89,360.918,63.35,801.724,98.569,61.635,0.491,0.25,0.389,0.084,0.646,0.389,0.11,0,0,0,0,221.925,0.67,799.807,1.042,37.899,585.613,0.646,0.25,0.389,0.11,0.153,0,0,0.026,0.003,0,0,0
Algeria,2015,DZA,40019528,551521739825,0,0,0,0,1.547,0,0,0,0.25,11.155,5.448,15430.422,1.12,68.62,616.92,99.68,99.909,379.225,67.67,814.111,98.3,61.415,0.367,0.14,0.203,0.059,0.562,0.32,0.091,0,0,0,0,236.148,0.95,781.827,1.38,38.244,617.518,0.562,0.22,0.32,0.091,0.147,0.06,0.087,0.024,0.048,0.02,0.029,0.008
Algeria,2016,DZA,40850719,569170418715,0,0,0,0,0.57,0,0,0,0.092,11.524,-0.085,15103.672,1.084,70.7,616.096,99.521,99.863,385.962,69.69,913.923,98.1,62.561,0.181,0.22,0.31,0.029,0.844,0.479,0.137,0,0,0,0,229.564,1.01,795.69,1.422,37.21,616.996,0.844,0.34,0.479,0.137,0.616,0.09,0.127,0.1,0.048,0.03,0.042,0.008
Argentina,2000,ARG,37213986,536480965694,0,0.39,0.438,0,7.513,1.78,1.702,2,1.076,14.003,-0.271,18907.803,1.312,53.8,600.276,60.463,85.985,322.967,48.88,363.812,54.934,46.263,79.376,28.58,32.12,11.37,97.837,39.537,14.015,17.158,6.18,6.945,2.458,269.796,3.14,480.871,3.529,38.646,703.635,80.679,29,32.592,11.557,0,0,0,0,0.097,0.03,0.034,0.014
Argentina,2001,ARG,37624817,514867255248,0,0.36,0.399,0,6.157,1.36,1.222,1.509,0.905,14.955,-2.316,18268.281,1.335,46.09,558.672,51.132,82.098,302.35,43.26,361.186,47.992,44.431,101.05,36.58,40.581,14.85,121.821,48.868,17.902,19.5,7.06,7.832,2.866,250.165,1.47,510.896,1.631,36.762,687.341,102.321,36.99,41.036,15.036,0,0,0,0,0.136,0.05,0.055,0.02
Argentina,2002,ARG,38029345,460558541367,0,0.53,0.627,0,4.586,0.81,0.302,0.958,0.704,14.642,-4.247,17306.4,1.429,42.39,535.508,50.112,82.217,294.376,40.71,351.17,48.126,45.196,98.024,35.78,42.298,15.05,115.83,49.888,17.783,15.948,5.82,6.88,2.448,236.546,0.87,503.277,1.028,36.317,658.151,99.882,36.38,43.007,15.335,0,0,0,0,0.201,0.07,0.083,0.031
Argentina,2003,ARG,38424283,503104157615,0,0.88,0.956,0,5.594,0.94,0.585,1.021,0.801,14.732,7.081,18341.469,1.401,49.74,582.639,54.024,83.435,336.29,47.75,399.114,51.863,48.157,92.1,33.8,36.711,13.189,115.68,45.976,16.565,20.616,7.57,8.222,2.952,240.754,1.05,501.183,1.14,34.476,704.758,95.064,34.76,37.754,13.613,0,0,0,0,0.212,0.08,0.087,0.03
Argentina,2004,ARG,38815915,550306327169,0,0.87,0.868,0,9.52,1.68,0.335,1.676,1.277,14.79,6.584,19351.779,1.365,60.99,638.637,60.832,85.674,368.091,55.21,436.458,55.067,49.38,82.554,30.46,30.381,11.075,106.787,39.168,14.326,21.325,7.87,7.85,2.861,261.026,4.1,477.13,4.089,35.017,751.157,85.461,31.4,31.319,11.465,0,0,0,0,0.196,0.07,0.07,0.026
Argentina,2005,ARG,39216786,601050418142,0,0.92,0.87,0,10.962,2.18,0.164,2.061,1.388,14.719,6.019,20306.785,1.325,63.67,676.376,60.208,85.629,392.89,55.7,443.752,52.671,49.74,91.979,34.22,32.359,11.645,113.512,39.792,14.371,18.476,6.87,6.496,2.339,272.524,5.79,457.862,5.475,34.502,796.367,95.036,35.21,33.296,12.032,0,0,0,0,0.193,0.07,0.066,0.024
Argentina,2006,ARG,39622113,652296814311,0,1.05,0.926,0,9.924,1.99,0.926,1.754,1.197,15.121,4.984,21100.816,1.282,66.57,703.27,58.688,84.832,406.505,56.4,448.323,49.722,49.035,101.645,38.02,33.518,12.261,125.745,41.312,15.168,20.644,7.72,6.806,2.49,286.841,8.18,458.608,7.211,34.6,836.059,105.101,39.14,34.506,12.678,0,0,0,0,0.186,0.07,0.062,0.022
Argentina,2007,ARG,40016767,714725198062,0,1.07,0.943,0,14.36,2.34,0.723,2.061,1.663,14.241,3.949,21717.797,1.216,73.92,757.522,65.116,87.741,427.122,60.18,435.972,53.013,49.472,83.032,31.22,27.502,9.617,105.835,34.884,12.259,19.293,7.25,6.387,2.235,316.039,11.4,444.434,10.042,36.606,869.076,86.543,32.35,28.497,10.024,0,0,0,0,0.164,0.06,0.053,0.019
Argentina,2008,ARG,40424151,747157417513,0,1.21,0.993,0,17.516,1.94,1.058,1.591,2.006,15.1,1.15,21746.203,1.177,82.07,767.493,67.32,87.894,431.887,65.41,428.483,53.654,49.46,82.321,31.2,25.593,9.427,105.71,32.68,12.106,19.509,7.39,6.062,2.234,318.089,14.72,439.67,12.074,36.428,879.072,86.201,32.45,26.618,9.872,0,0,0,0,0.111,0.04,0.033,0.013
Argentina,2009,ARG,40854832,705920838368,0,1.19,0.973,0,9.621,1.75,0.539,1.431,1.137,15.81,-3.062,20858.098,1.207,78.29,729.648,64.004,86.267,418.356,61.7,403.012,50.441,49.463,90.861,34.62,28.303,10.743,116.151,35.996,13.733,21.478,8.18,6.687,2.539,301.671,14.84,395.928,12.132,35.667,852.154,94.674,35.85,29.308,11.193,0,0,0,0,0.097,0.04,0.033,0.011
Argentina,2010,ARG,41288694,785785170150,5.923,1.38,1.095,0.676,13.472,3.01,0.427,2.389,1.538,15.594,3.534,21368.264,1.123,84.02,760.08,66.683,86.765,420.874,63.81,389.97,50.643,48.044,86.875,33.36,26.476,9.917,115.945,33.317,13.235,18.776,7.21,5.722,2.143,325.734,17.2,387.029,13.651,37.183,882.268,97.169,34.77,27.595,11.092,0,0,0,0,0.066,0.03,0.024,0.008
Argentina,2011,ARG,41730655,837742673804,8.673,1.39,1.073,0.962,14.619,2.91,0.591,2.247,1.621,15.436,2.846,21743.625,1.083,90.48,791.213,69.874,87.749,438.398,67.86,377.178,52.406,48.62,80.795,31.19,24.087,8.961,110.464,30.126,12.251,16.58,6.4,4.942,1.839,338.197,19.71,362.685,15.221,37.508,907.376,93.884,32.61,25.183,10.412,0.004,0,0,0,0.069,0.03,0.023,0.008
Argentina,2012,ARG,42161718,829147409948,10.397,1.45,1.066,1.107,13.669,2.64,0.624,1.941,1.456,15.474,4.051,22393.107,1.139,98.63,831.248,72.511,88.541,456.642,76.23,366.912,56.043,48.64,75.166,29.16,21.438,8.006,107.578,27.489,11.459,16.5,6.4,4.705,1.758,360.937,19.76,358.678,14.527,38.446,944.132,91.078,30.99,22.783,9.701,0.021,0.01,0.007,0.002,0.953,0.37,0.272,0.102
Argentina,2013,ARG,42582453,849088398588,11.902,1.53,1.097,1.186,14.939,2.38,0.545,1.707,1.489,14.855,6.918,23705.746,1.189,98.47,885.847,70.613,88.284,460.277,74.7,345.559,53.568,45.871,83.814,32.77,23.499,8.353,117.561,29.387,11.716,15.875,6.21,4.453,1.582,410.63,21.39,351.063,15.339,40.924,1009.449,101.686,34.77,24.934,10.134,0.039,0.02,0.014,0.004,1.159,0.45,0.323,0.116
Argentina,2014,ARG,43024071,827750786191,13.891,1.48,1.068,1.407,15.892,2.54,0.374,1.833,1.61,14.986,-1.629,23080.285,1.2,98.49,870.507,71.091,88.183,461.55,76.16,344.859,54.973,46.755,82.485,32.42,23.401,8.356,116.658,28.909,11.817,14.031,5.51,3.977,1.421,393.066,19.79,346.415,14.285,39.818,993.008,102.627,34.54,24.931,10.396,0.041,0.02,0.014,0.004,1.576,0.62,0.448,0.16
Argentina,2015,ARG,43477011,850356641236,15.131,1.49,1.025,1.507,15.814,2.39,0.223,1.644,1.575,15.473,1.71,23230.486,1.188,103.95,883.202,71.483,87.95,466.526,79.11,354.911,54.401,46.457,81.867,32.34,22.239,8.152,121.006,28.517,12.05,17.82,7.04,4.841,1.775,400.862,22.45,349.431,15.438,39.918,1009.992,103.185,34.43,23.676,10.275,0.037,0.01,0.007,0.004,1.502,0.59,0.406,0.15
Argentina,2016,ARG,43900312,832669278245,16.037,1.18,0.802,1.603,12.189,1.93,0.166,1.311,1.219,15.669,-0.423,22909.215,1.208,107.41,883.491,72.979,88.332,482.1,84.28,372.824,57.263,48.201,74.756,29.75,20.213,7.474,116.699,27.021,11.668,20.817,8.28,5.626,2.081,389.203,21.2,333.038,14.404,38.913,1005.722,95.882,31.49,21.396,9.586,0.036,0.01,0.007,0.004,1.375,0.55,0.374,0.138
Australia,2000,AUS,19132472,692059312020,0,0.89,0.41,0,591.662,180.26,1996.82,83.134,45.435,17.063,0.61,68222.211,1.886,199.29,1253.194,91.911,96.235,205.551,16.76,311.923,7.73,15.785,45.74,16.47,7.596,3.512,49.022,8.089,3.765,0,0,0,0,455.982,2.27,431.377,1.047,35.016,1305.26,49.022,17.54,8.089,3.765,0.13,0.05,0.023,0.01,0.372,0.13,0.06,0.029
Australia,2001,AUS,19365438,713890072308,0,0.8,0.357,0,585.691,179.88,2157.921,80.21,44.626,17.497,0.776,67924.375,1.843,207,1264.47,92.304,96.345,221.693,24.5,326.413,10.925,16.892,44.54,16.12,7.188,3.394,47.975,7.696,3.655,0,0,0,0,457.085,2.62,399.147,1.168,34.827,1315.385,47.975,17.26,7.696,3.655,0.15,0.05,0.022,0.011,0.793,0.29,0.129,0.06
Australia,2002,AUS,19595356,747065694937,0,1.27,0.568,0,598.872,171.86,2224.046,76.898,44.736,17.1,2.004,68472.609,1.796,205.54,1288.995,91.968,96.289,228.148,30.55,330.012,13.67,17.043,44.096,16.09,7.199,3.294,49.676,8.032,3.711,0,0,0,0,461.975,3.13,396.668,1.401,34.51,1341.745,49.676,17.95,8.032,3.711,0.16,0.06,0.027,0.012,1.462,0.53,0.237,0.109
Australia,2003,AUS,19819449,774450991263,0,1.69,0.748,0,616.021,173.61,2299.048,76.836,45.37,17.054,1.425,68662.977,1.757,207.29,1306.224,91.742,96.203,229.943,30.15,337.452,13.344,16.935,44.17,16.21,7.174,3.253,51.548,8.258,3.797,0,0,0,0,460.26,3.53,343.35,1.562,33.898,1360.862,51.548,18.66,8.258,3.797,0.172,0.06,0.027,0.013,1.918,0.7,0.31,0.141
Australia,2004,AUS,20046679,809792445090,0,2.82,1.23,0,641.921,178.96,2388.831,78.07,45.805,16.767,3.203,70058.688,1.734,209.85,1347.753,91.546,96.171,234.536,27.36,359.303,11.936,16.736,42.511,15.69,6.845,3.033,53.661,8.454,3.829,0,0,0,0,471.296,3.53,299.859,1.54,33.63,1404.444,53.661,19.38,8.454,3.829,0.198,0.07,0.031,0.014,2.154,0.8,0.349,0.154
Australia,2005,AUS,20294490,840092380696,0.234,3.87,1.677,0.017,638.222,182.98,2501.289,79.301,45.356,16.837,0.421,69494.242,1.679,210.02,1349.514,91.02,95.905,232.59,23.26,382.353,10.081,16.529,41.574,15.47,6.705,2.955,57.624,8.98,4.095,0,0,0,0,478.702,3.78,294.556,1.638,34.02,1410.35,57.624,20.72,8.98,4.095,0.226,0.08,0.035,0.016,3.492,1.3,0.563,0.248
Australia,2006,AUS,20590566,866678665246,0.759,3.93,1.651,0.052,655.499,185.76,2556.841,78.054,44.664,16.637,4.289,71432.609,1.697,216.85,1408.571,91.117,95.976,259.431,27.29,406.822,11.467,17.677,39.96,14.95,6.282,2.723,59.05,8.883,4.024,0,0,0,0,493.642,3.8,268.957,1.597,33.635,1470.838,59.05,21.14,8.883,4.024,0.261,0.1,0.042,0.018,5.781,2.16,0.908,0.394
Australia,2007,AUS,20954545,911250727265,0.966,4.28,1.76,0.064,649.802,185.49,2640.855,76.274,43.228,16.571,2.402,71877.82,1.653,222.9,1446.271,91.657,96.214,290.198,33.4,427.512,13.734,19.306,34.705,13.05,5.366,2.309,56.918,8.343,3.786,0,0,0,0,506.27,4.01,286.446,1.649,33.68,1506.167,56.918,20.29,8.343,3.786,0.303,0.11,0.045,0.02,7.585,2.85,1.172,0.505
Australia,2008,AUS,21370595,937889628737,1.279,3.7,1.508,0.084,677.291,184.24,2720.621,75.084,44.301,16.405,1.698,71675.375,1.633,226.26,1475.357,92.208,96.501,285.35,36.31,416.829,14.797,18.664,31.175,11.82,4.817,2.039,53.497,7.792,3.499,0,0,0,0,512.716,5.71,285.707,2.327,33.536,1531.745,53.497,19.12,7.792,3.499,0.367,0.14,0.057,0.024,9.125,3.46,1.41,0.597
Australia,2009,AUS,21783014,963129933389,1.773,2.79,1.116,0.118,654.861,182.02,2822.834,72.837,43.471,16.973,-1.449,69299.156,1.567,229.74,1450.366,91.933,96.278,291.364,41.12,466.976,16.455,19.341,33.181,12.64,5.058,2.203,56.072,8.067,3.722,0,0,0,0,504.141,6.6,280.429,2.641,33.466,1509.545,56.072,20.16,8.067,3.722,0.762,0.29,0.116,0.051,11.648,4.44,1.777,0.773
Australia,2010,AUS,22141583,993853968687,2.577,2.44,0.972,0.171,607.394,176.02,2914.79,70.136,40.35,17.09,-0.047,68144.984,1.518,228.81,1443.765,91.17,95.912,317.064,46.79,526.255,18.644,21.063,35.797,13.75,5.479,2.378,61.531,8.83,4.088,0,0,0,0,519.306,6,286.533,2.391,34.499,1508.838,61.531,22.16,8.83,4.088,2.546,0.98,0.39,0.169,12.982,4.99,1.988,0.862
Australia,2011,AUS,22479779,1024000293343,3.068,2.57,1.003,0.197,592.062,171.98,2850.813,67.106,38.106,17.044,3.298,69333.531,1.522,225.67,1469.942,88.056,94.608,330.82,48.78,544.515,19.034,21.292,50.705,19.57,7.636,3.263,83.776,11.944,5.392,0,0,0,0,547.06,4.91,249.012,1.916,35.21,1558.602,83.776,30.61,11.944,5.392,5.297,2.04,0.796,0.341,16.663,6.43,2.509,1.072
Australia,2012,AUS,22852648,1062662906305,2.982,3.1,1.237,0.195,554.468,165.38,3091.909,65.978,36.206,16.914,-1.443,67218.164,1.446,220.39,1448.736,87.924,94.6,332.849,49.81,582.858,19.872,21.734,43.907,17.04,6.798,2.867,82.696,12.076,5.4,0,0,0,0,561.419,5.2,246.37,2.075,36.66,1536.113,82.696,30.27,12.076,5.4,6.216,2.41,0.961,0.406,19.91,7.72,3.08,1.3
Australia,2013,AUS,23236271,1086068056518,2.921,3.33,1.334,0.188,526.242,155.45,3323.743,62.29,33.952,16.718,1.268,66946.461,1.432,214.03,1454.284,85.763,93.827,350.005,52.72,605.766,21.125,22.582,48.821,19.09,7.649,3.15,95.674,14.237,6.173,0,0,0,0,578.037,5.86,204.809,2.348,37.294,1555.586,95.674,35.53,14.237,6.173,9.84,3.85,1.543,0.635,23.68,9.26,3.711,1.528
Australia,2014,AUS,23595599,1113888062929,3.003,3.55,1.433,0.192,521.888,155.23,3559.449,62.681,33.424,16.414,0.699,66387.727,1.406,214.89,1472.994,86.772,94.337,375.677,53.66,652.744,21.668,24.06,36.855,14.48,5.847,2.36,88.418,13.228,5.663,0,0,0,0,575.428,6,216.372,2.423,36.853,1566.458,88.418,32.76,13.228,5.663,12.601,4.95,1.999,0.807,24.878,9.78,3.949,1.593
Australia,2015,AUS,23947997,1139303344945,2.26,3.68,1.449,0.142,540.411,162.2,3555.703,63.861,33.856,16.501,2.245,66879.32,1.406,218.19,1501.139,85.905,94.045,389.95,49.71,742.977,19.572,24.43,35.662,14.09,5.547,2.234,95.058,14.095,5.955,0,0,0,0,570.779,6.28,195.421,2.473,35.759,1601.626,95.058,35.8,14.095,5.955,15.685,6.2,2.441,0.983,29.957,11.83,4.658,1.877
Australia,2016,AUS,24329963,1169967279612,1.5,3.63,1.406,0.094,540.062,162.36,3563.056,62.874,33.746,16.822,0.329,66045.68,1.373,216.49,1491.79,83.836,93.215,379.527,48.11,940.797,18.631,23.715,44.295,17.63,6.827,2.768,108.587,16.164,6.785,0,0,0,0,572.201,6.02,178.546,2.331,35.754,1606.889,108.587,41.74,16.164,6.785,18.693,7.44,2.881,1.168,32.763,13.04,5.05,2.047
Australia,2017,AUS,24731044,1197832839959,1.523,3.56,1.375,0.095,521.526,159.17,3473.313,61.463,32.676,16.871,-0.303,64778.02,1.337,219.78,1494.319,84.867,93.627,372.844,55.09,1102.946,21.273,23.361,33.749,13.5,5.213,2.115,101.723,15.133,6.373,0,0,0,0,599.949,5.52,161.666,2.132,37.59,1602.028,101.723,39.19,15.133,6.373,22.294,8.92,3.444,1.397,33.027,13.21,5.101,2.069
Australia,2018,AUS,25119700,1231576952488,1.601,3.59,1.367,0.099,508.897,156.56,3636.38,59.612,31.444,17.026,1.491,64726.418,1.32,213.14,1491.4,81.156,92.152,371.908,51.46,1274.019,19.594,22.98,43.063,17.31,6.591,2.661,127.007,18.844,7.848,0,0,0,0,610.595,5.12,170.055,1.95,37.728,1625.908,127.007,49.49,18.844,7.848,30.677,12.33,4.695,1.895,40.453,16.26,6.191,2.5
Australia,2019,AUS,25482714,1255505542015,1.519,3.47,1.305,0.091,486.421,149.84,3660.434,56.352,29.097,16.745,3.345,65938.531,1.338,210.64,1531.19,79.218,91.593,440.57,55.71,1461.024,20.951,26.354,34.705,14.02,5.273,2.076,140.546,20.782,8.407,0,0,0,0,604.199,5.09,223.933,1.914,36.142,1680.293,140.546,55.26,20.782,8.407,45.289,18.3,6.882,2.709,48.197,19.47,7.322,2.883
Australia,2020,AUS,25743787,1232259790388,1.206,3.41,1.286,0.077,468.104,142.93,3341.592,53.905,29.709,17.928,-5.647,61584.258,1.287,200.87,1413.45,75.757,89.708,423.173,53.05,1457.164,20.008,26.858,35.607,14.42,5.438,2.26,162.166,24.243,10.292,0,0,0,0,522.173,4.89,222.271,1.844,33.141,1585.412,162.166,64.28,24.243,10.292,58.875,23.84,8.991,3.737,55.819,22.61,8.527,3.543
Australia,2021,AUS,25956417,1296705194119,1.238,3.34,1.249,0.078,452.476,137.4,3402.827,51.374,28.679,18.288,0.247,61230.445,1.226,190.18,1383.953,71.109,87.717,395.757,47.63,1479.26,17.809,25.084,39.268,15.94,5.96,2.489,193.787,28.891,12.283,0,0,0,0,535.72,5.15,214.225,1.926,33.955,1589.323,193.787,77.27,28.891,12.283,76.832,31.19,11.662,4.87,66,26.8,10.021,4.183
Australia,2022,AUS,26200987,1344251444393,1.328,3.19,1.169,0.081,428.356,129.21,3246.485,47.344,25.994,17.974,4.497,63386.535,1.235,185.48,1429.625,67.961,86.753,432.269,50.82,1542.391,18.621,26.231,40.936,16.66,6.104,2.484,218.301,32.039,13.247,0,0,0,0,569,5.45,198.707,1.997,34.528,1660.79,218.301,87.44,32.039,13.247,92.246,37.54,13.755,5.598,73.834,30.05,11.011,4.48
Austria,1990,AUT,7679627,207979127656,0,1.13,2.293,0,47.64,6.19,8.306,12.563,14.52,18.272,0.861,43468.785,1.605,16.63,237.005,33.753,72.236,61.935,7.72,13.292,15.669,18.877,87.525,31.51,63.954,26.676,91.095,66.247,27.764,0,0,0,0,127.43,2.72,14.636,5.521,38.839,333.824,91.095,32.64,66.247,27.764,0,0,0,0,0,0,0,0
Austria,1991,AUT,7757140,215992683383,0,1.21,2.412,0,49.972,6.84,7.06,13.636,14.54,17.59,4.666,45042.395,1.618,17.51,252.509,34.908,73.472,65.664,7.47,13.883,14.892,19.106,87.343,31.44,62.679,25.414,91.174,65.092,26.528,0,0,0,0,136.873,3.2,17.214,6.38,39.826,349.4,91.174,32.65,65.092,26.528,0,0,0,0,0,0,0,0
Austria,1992,AUT,7842715,221400873854,0,1.31,2.626,0,38.882,4.11,5.37,8.238,11.488,18.23,-1.319,43963.363,1.557,13.73,237.503,27.521,70.172,64.482,6.64,15.065,13.309,19.052,96.801,34.85,69.854,28.601,100.955,72.479,29.828,0,0,0,0,134.139,2.98,15.277,5.973,39.632,344.792,100.955,36.16,72.479,29.828,0,0,0,0,0,0,0,0
Austria,1993,AUT,7907492,223462931302,0,1.34,2.612,0,34.959,2.98,5.128,5.808,10.11,18.483,2.219,44570.805,1.577,13.26,239.557,25.843,69.282,67.812,6.79,15.655,13.233,19.612,101.96,36.71,71.546,29.487,106.216,74.157,30.718,0,0,0,0,136.786,3.49,14.545,6.802,39.559,352.443,106.216,38.05,74.157,30.718,0.003,0,0,0.001,0,0,0,0
Austria,1994,AUT,7938157,229749328956,0,1.19,2.291,0,35.454,3.1,4.151,5.967,10.339,18.764,-0.861,44016.273,1.521,15.05,239.954,28.97,69.972,69.751,8.64,14.134,16.631,20.34,99.188,35.71,68.739,28.924,102.973,71.03,30.028,0,0,0,0,134.748,3.31,13.855,6.372,39.294,349.408,102.973,36.9,71.03,30.028,0.003,0,0,0.001,0,0,0,0
Austria,1995,AUT,7950322,236824462430,0,1.84,3.342,0,40.339,4.32,3.933,7.847,11.177,18.916,5.224,46244.852,1.552,16.14,252.12,29.319,69.86,76.157,8.91,15.46,16.185,21.102,102.965,37.07,67.339,28.53,108.774,70.681,30.14,0,0,0,0,135.624,2.91,15.082,5.286,37.58,367.661,108.774,38.91,70.681,30.14,0.003,0,0,0.001,0.003,0,0,0.001
Austria,1996,AUT,7960917,243480734505,0,1.57,2.937,0,40.51,5.28,3.357,9.878,10.965,17.512,2.185,47192.613,1.543,17.66,269.428,33.04,72.926,81.061,9.4,15.564,17.587,21.941,95.045,34.22,64.022,25.726,100.028,66.96,27.074,0,0,0,0,147.857,2.98,14.351,5.575,40.02,375.696,100.028,35.79,66.96,27.074,0.003,0,0,0.001,0.014,0,0,0.004
